,名称,图画信息,图画标签,图片信息
635,济阳登太白酒楼却寄施湖州草书,"创作者： 祝允明 所属时期： 明代 创作地点： 中国 题材： 书法篆刻 材质： 绢画,水墨 尺寸： 25.5x65cm",中国书法 草书,
636,益寿尊者像,"创作者： 丁云鹏 所属时期： 明代 材质： 水墨,纸本 尺寸： 52.8 x 117.8 cm",丁云鹏作品 松树 竹 珠串 耳环 小童,纸本，水墨，52.8x117.8，收藏不详。水墨绘益寿尊者像，面相苍老，张开的嘴巴露出两颗牙齿，长眉及腰，毛发浓密，表情显忧愁；左右各有一侍童，扶着益寿尊者前行。画右侧题款：丙午春日之吉法王子丁云鹏敬写。
637,枫溪垂钓图轴,"创作者： 仇英 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨 尺寸： 127*38.5cm 收藏地点： 湖南省博物馆",中国山水画 青绿山水 云雾 流水 松柏 奇石 篷船 高士 垂钓,纸本，青绿设色，127*38.5cm，湖南博物馆藏。绘山水秋色美景，群山高耸，云雾环绕；山涧流水潺潺，松柏翠绿，枫树红叶飘飘，深秋景色浓烈；岸边巨石形状奇异，青绿晕染，山脚溪江之上，一着长袍高士坐于蓬船船头垂钓，心情愉悦，怡然自得。
638,苏惠回文凯旋诗,"创作者： 仇英 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 风俗画,人物画 材质： 绢画,水墨 尺寸： 25.6x311.8cm 收藏地点： 大都会艺术博物馆",中国风俗画 文人画 人物画 湖石 树木 屋宇厅台 人物 马匹 马车 乐器,绢本，设色，25.6x311.8cm，大都会艺术博物馆藏。回文诗，是一种既可顺读，又可倒读的诗文，最为著名的为前秦女诗人苏惠写给其夫窦滔的《璇玑图》。此图描写了苏惠夫妇生活点滴，图上人物达百人之多，从琴琴瑟和鸣到分别的场景一一描绘。卷后附有《璇玑图》原文。
639,行草书罗汉赞书卷(试笔帖),创作者： 董其昌 所属时期： 明代 材质： 纸本 尺寸： 31.1 x 631 cm 收藏地点： 东京国立博物馆,董其昌作品 书法 印章,
640,山水纸本6,创作者： 董其昌 所属时期： 明代,董其昌作品 题字 树 印章,
641,人物故事图-高山流水,"创作者： 仇英 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 历史绘画,山水画 材质： 绢画,水墨 尺寸： 41.4×33.8cm 收藏地点： 故宫博物院",中国文人画 山水画 历史故事 俞伯牙 钟子期 青绿山水 树林 凉亭 诗书 古琴 茶几,绢本，设色，41.4*33.8cm，故宫博物院藏。本图描绘春秋时期，俞伯牙抚琴曲，钟子期赏琴声，琴声悠扬，知音和睦。图绘山峦层叠，山腰松树林枝叶如盖，树下凉厅内一翁盘腿而坐，诗书、古琴、茶几摆放整齐，偏房一白发老者烹茶，表情专注，似正在欣赏优美的乐曲。
642,人物故事图-竹院品古,"创作者： 仇英 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 风俗画,历史绘画,人物画 材质： 绢画,水墨 尺寸： 41.4×33.8cm 收藏地点： 故宫博物院",中国文人画 历史故事 风俗画 文人雅士 竹庭 古玩字画 屏风 书桌 侍童,绢本，设色，41.4*33.8cm，故宫博物院藏。品古是指文人雅士聚于竹庭之中，品评古玩字画，此图描绘众人品茗赏画之场景。此处翠竹环绕，幽静典雅；二块屏风围起的一角绘四张书桌，桌上摆满古董书画，落座的雅士们赏玩时专心致志，一旁的童子们烧水烹茶忙得不亦乐乎！
643,山水纸本1(封签),创作者： 董其昌 所属时期： 明代,董其昌作品 书法 印章,
644,山水图10开-9,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 21.2 x 13 cm 收藏地点： 故宫博物院",董其昌作品 山 树 房屋,
645,山水图10开-5,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 21.2 x 13 cm 收藏地点： 故宫博物院",董其昌作品 树 河流,
646,山水册7开-5,创作者： 董其昌 所属时期： 明代 收藏地点： 故宫博物院,董其昌作品 房屋 树 山 题字,
647,山水册10张-5,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 19 x 12.7 cm 收藏地点： 故宫博物院",董其昌作品 树 房屋 山,
648,山水册10张-1,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 19 x 12.7 cm 收藏地点： 故宫博物院",董其昌作品 山 云雾 树,
649,山水六开41,创作者： 董其昌 所属时期： 明代,董其昌作品 房屋 树,
650,山水六开22,创作者： 董其昌 所属时期： 明代,董其昌作品 书法 印章,
651,九峰寒翠图,创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨 尺寸： 46 x 123.5 cm 收藏地点： 天津博物馆,董其昌作品 群山 树 题字,绢本，水墨，123.7x46cm，天津博物馆藏。图绘寒冬中旷野一片寂静，远处山脉连绵，湖面宽广平静，近处斜坡岸边树木叶落殆尽，枝杆或直或曲，孤寂耸立。董其昌，字玄宰，号思白，明代书画家，政治家，其绘山水细腻柔和，古朴典雅。
652,山水册页11开(08),"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 24.4 x 16 cm 收藏地点： 大都会艺术博物馆",董其昌作品 桥 树 茅草棚 题字 印章,
653,山水册页11开(05),"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 24.4 x 16 cm 收藏地点： 大都会艺术博物馆",董其昌作品 桥 树 印章 山,
654,山水册页11开(03),"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 24.4 x 16 cm 收藏地点： 大都会艺术博物馆",董其昌作品 房屋 树 山,
655,山水册10张-7,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 19 x 12.7 cm 收藏地点： 故宫博物院",董其昌作品 树 凉亭 题字,纸本，水墨，8开，加上王时敏题跋2开，共十幅，每开19*12.7cm，故宫博物院藏。此幅册页绘远山近水，岸边树木凉亭，清幽静谧！技法上，淡墨绘树木、石块、山坡，再部分以浓墨晕染和勾皴，棱角、册脉更显立体！
656,坤舆万国全图,"创作者： 利玛窦 所属时期： 明代 创作地点： 中国 材质： 水墨,纸本 尺寸： 168.7*380.2cm",地图 天文图 地理图 天地仪图,纸本，彩绘，168.7*380.2cm，日本东北大学附属图书馆狩野文库藏。利玛窦所绘的原图已佚，现存世有四种版本，本版本为日本彩绘本。原图上有小幅的天文图和地理图，右上角有九重天图，右下角有天地仪图，左上角有赤道北地半球之图和日、月食图等等。利玛窦，号西泰，意大利的天主教耶稣会
657,山水册10张-2,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸本 尺寸： 19 x 12.7 cm 收藏地点： 故宫博物院",董其昌作品 树 草 山,
658,山水六开42,创作者： 董其昌 所属时期： 明代,董其昌作品 书法 印章,
659,山水六开12,创作者： 董其昌 所属时期： 明代,董其昌作品 书法 印章,
660,仿黄子久江山秋霁图卷,创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨 尺寸： 28.3 x 206 cm 收藏地点： 克利夫兰艺术博物馆,董其昌作品 山 岩石 树 印章 题字,纸本，水墨，28.3*206cm，美国克利夫兰艺博馆藏。此图仿黄公望《江山秋霁》图，绘山峦连绵，山石重叠，树木苍翠。全卷以淡墨绘制，山石面再晕染，树木枝叶以浓墨渲染，多面立体，清爽干净。卷尾由董其昌题：“黄子久江山秋霁似此，尝恨古人不见我也。”
661,仿宋元人缩本画跋册14开-98,创作者： 董其昌 所属时期： 明代 收藏地点： 台北故宫博物院,董其昌作品 房屋 桥 树 岩石 帆船,
662,仿古山水09,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸 尺寸： 56.2 x 36.2 cm 收藏地点： 纳尔逊-阿特金斯艺术博物馆",董其昌作品 瓦房 题字 树 山,
663,杏花孔雀图,"创作者： 吕纪 风格流派： 吴门画派 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 140×75cm 收藏地点： 台北故宫博物院",中国花鸟画 湖石 孔雀 花草 杏花 牡丹,绢本，设色，140×75cm，台北故宫博物院藏。图绘多彩孔雀一对，站于湖石之上，五彩斑斓的长尾巴绚丽多姿，湖石四周牡丹围绕，红花绿叶，富贵吉祥；画上方杏花绽放，雀立枝头，春意盎然。技法上，杏花以白色、粉赭色系颜料敷染，牡丹花及孔雀则使用浓重的赭红色，与石青、石绿的颜料搭配，有着
664,富贵双鸳图,"创作者： 吕纪 风格流派： 吴门画派 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 172.7 x99.1cm 收藏地点： 大都会艺术博物馆",中国花鸟画 山石 花草 鸟,
665,四季花鸟图-春,"创作者： 吕纪 风格流派： 吴门画派 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 176.0×100.8cm 收藏地点： 东京国立博物馆",中国花鸟画 山石 鸳鸯 梅花,绢本，设色，176.0×100.8cm， 东京国立博物馆藏。四季花鸟图共有四幅，春、夏、秋、冬各一幅，皆以鸳鸯、当季特色花、山石等等，描绘出季节变化。画面上鸟儿生动可爱，花儿朵朵绽放，体现出每个季节都是那么多姿多彩。
666,四喜图立轴,"创作者： 吕纪 风格流派： 吴门画派 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 水墨,纸本 尺寸： 194x107.8cm 收藏地点： 天津博物馆",中国花鸟画 喜鹊 山石 松树 瀑布,绢本，设色，194x107.8cm，天津博物馆藏。喜鹊，有报喜传福之意，此幅画寓意吉祥祝福。图绘二只大鸟立于陡崖上，相互对视；下方一根粗大的树杆上四只喜雀一字排开，二只歪着头看着较高位置的另二只，张开的喙似在交谈着什么。吕纪，明代宫廷画家，此幅图有浓重的宋代“院体”风格。
667,一团和气图轴,创作者： 朱见深 所属时期： 明代 题材： 文学绘画 材质： 纸本 尺寸： 48.7×36cm 收藏地点： 故宫博物院,朱见深名作 世界名画 弥勒佛 人物 文字,纸本，设色，48.7*36cm，故宫博物院藏。此图正面看似一笑面弥勒盘腿而坐，体态浑圆，仔细辨认会看到二个梳着高髻的老者只露半边脸，相视一笑，似弥勒将他二人拥在怀里。此图寓道士、儒士、佛祖和气一团，构图绝妙，绘图精准。朱见深，即明宪宗，明朝第八位皇帝。
668,山庄高逸图,创作者： 李在 所属时期： 明代 题材： 山水画 材质： 绢画 尺寸： 188.8 x 109.1 cm 收藏地点： 台北故宫博物院,李在山水画 山峰 瀑布 亭子 树木 河流 小舟 船桨 宝塔,
669,观梅图轴,"创作者： 唐寅 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本 尺寸： 108.6x34.5cm 收藏地点： 故宫博物院",中国山水画 中国文人画 高士 桥 山 梅花 梅树 河水,纸本，淡设色，34.5*108cm，故宫博物院藏。图绘一位高士袖手立于溪桥之上，身后的山崖边两树梅花含苞待放，与作者所题诗意十分吻合。全幅构图汲取南宋院体风格，险中求胜，山石树木的勾勒粗细得当，晕染多于皴擦，塑造出幽静景色。
670,草屋蒲团图,"创作者： 唐寅 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 山水画 材质： 水墨,纸本 尺寸： 84x52cm 收藏地点： 辽宁省博物馆",中国文人画 士人 山 河水 木桥 竹 房屋,纸本，浅设色，84cm*28.1cm，辽宁省博物馆藏。图绘江南初秋士人蒲团之上晨读之情景。近处屋前流水潺潺，一士人抱膝坐于蒲团之上；远处山峦起伏，晨雾飞动，有一种初秋幽静之美。技法上，整幅画面设色淡雅滋润，人物情态生动，呈现出唐氏作品所独有的既婉丽高华，又丰瞻清劲的艺术风格。
671,牡丹仕女图,"创作者： 唐寅 风格流派： 文人画,吴门画派 所属时期： 明代 创作地点： 中国 题材： 人物画 材质： 水墨 尺寸： 125.9*57.8cm 收藏地点： 上海博物馆",中国文人画 人物画 簪花 蒲扇 牡丹 女子,图中高髻簪花女子着绫罗绸缎，配饰繁多。其形象端庄秀丽，右手持纨扇，左手擎一枝牡丹，露出无限眷惜之意。
672,仿古山水05,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸 尺寸： 56.2 x 36.2 cm 收藏地点： 纳尔逊-阿特金斯艺术博物馆",董其昌作品 房屋 山峰 树,
673,仿古山水04,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸 尺寸： 56.2 x 34.93 cm 收藏地点： 纳尔逊-阿特金斯艺术博物馆",董其昌作品 题字 树 亭子,
674,仿古山水02,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸 尺寸： 56.2 x 36.2 cm 收藏地点： 纳尔逊-阿特金斯艺术博物馆",董其昌作品 题字 云雾 房屋 树,
675,仿古山水01,"创作者： 董其昌 所属时期： 明代 题材： 山水画 材质： 水墨,纸 尺寸： 56.2 x 36.2 cm 收藏地点： 纳尔逊-阿特金斯艺术博物馆",董其昌作品 房屋 山 题字 树,
676,桂菊山禽图,"创作者： 吕纪 风格流派： 吴门画派 所属时期： 明代 创作地点： 中国 题材： 花鸟画 材质： 绢画,水墨 尺寸： 55.7X100cm 收藏地点： 故宫博物院",中国花鸟画 桂树 菊花 湖石 红绶鸟 鹆,绢本，设色，55.7X100cm，故宫博物院藏。图绘桂树一株，花叶繁茂，桂树前后各有太湖石一块，盛开的菊花在湖石之后，淡淡的清香扑鼻而来；花木树丛间有红绶鸟4只，鹆3只，欢呼跳跃，活泼生动。全图用笔工整细致，线条挺拔有力，色彩丰富鲜艳。
